,Unnamed: 0,character,movie,mbti,href,year,notes,id,esfp,esfj,estp,estj,enfp,enfj,entp,entj,isfp,isfj,istp,istj,infp,infj,intp,intj,xxxx
15,8015,Wendy Beamish,st. elmo's fire,ISFJ,https://www.personality-database.com/profile/27474/wendy-beamish-st-elmos-fire-1985-mbti-personality-type,1985.0,,90060.0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,
16,8016,Leslie Hunter,st. elmo's fire,ISFJ,https://www.personality-database.com/profile/27471/leslie-hunter-st-elmos-fire-1985-mbti-personality-type,1985.0,,90060.0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
17,8017,Kirby “Kirbo” Keager,st. elmo's fire,ISFP,https://www.personality-database.com/profile/27472/kirby-kirbo-keager-st-elmos-fire-1985-mbti-personality-type,1985.0,,90060.0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,
18,8018,Bouc,murder on the orient express,ESFP,https://www.personality-database.com/profile/26290/bouc-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,8019,Count Rudolph Andrenyi,murder on the orient express,ESTJ,https://www.personality-database.com/profile/26291/count-rudolph-andrenyi-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,0,0,0,8,0,0,0,0,0,0,0,1,0,6,0,0,
20,8020,Gerhard Hardman,murder on the orient express,ESTJ,https://www.personality-database.com/profile/8993/gerhard-hardman-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
21,8021,Marquez,murder on the orient express,ESTP,https://www.personality-database.com/profile/8995/marquez-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,
22,8022,Mary Debenham,murder on the orient express,INFJ,https://www.personality-database.com/profile/8985/mary-debenham-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,2,
23,8023,Helena Andrenyi,murder on the orient express,INFP,https://www.personality-database.com/profile/9456/helena-andrenyi-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,0,0,0,0,2,0,0,0,1,0,0,0,12,0,0,0,
24,8024,Hercule Poirot,murder on the orient express,INTJ,https://www.personality-database.com/profile/8984/hercule-poirot-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,0,0,0,0,0,0,0,0,0,0,0,11,0,28,0,147,
25,8025,Dr. Arbuthnot,murder on the orient express,ISFJ,https://www.personality-database.com/profile/8994/dr-arbuthnot-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,
26,8026,Pilar Estravados,murder on the orient express,ISFJ,https://www.personality-database.com/profile/8990/pilar-estravados-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,
27,8027,Hildegarde Schmidt,murder on the orient express,ISFJ,https://www.personality-database.com/profile/8989/hildegarde-schmidt-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,
28,8028,Hector MacQueen,murder on the orient express,ISFP,https://www.personality-database.com/profile/8986/hector-macqueen-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,0,0,1,0,0,0,0,0,9,0,1,0,0,0,0,0,
29,8029,Edward Masterman,murder on the orient express,ISTJ,https://www.personality-database.com/profile/8991/edward-masterman-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,
30,8030,Princess Dragomiroff,murder on the orient express,ISTJ,https://www.personality-database.com/profile/8988/princess-dragomiroff-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,
31,8031,Edward Ratchett,murder on the orient express,ISTP,https://www.personality-database.com/profile/8987/edward-ratchett-murder-on-the-orient-express-2017-mbti-personality-type,2017.0,,3402236.0,0,0,2,0,0,0,0,2,0,0,16,0,0,0,0,0,
32,8032,Kikuchiyo,seven samurai,ESFP,https://www.personality-database.com/profile/23689/kikuchiyo-seven-samurai-1954-mbti-personality-type,1954.0,,47478.0,31,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
33,8033,Shichiroji,seven samurai,ESTJ,https://www.personality-database.com/profile/23684/shichiroji-seven-samurai-1954-mbti-personality-type,1954.0,,47478.0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,
34,8034,Heihachi,seven samurai,ESTP,https://www.personality-database.com/profile/23686/heihachi-seven-samurai-1954-mbti-personality-type,1954.0,,47478.0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,8035,Kambei,seven samurai,INFJ,https://www.personality-database.com/profile/23683/kambei-seven-samurai-1954-mbti-personality-type,1954.0,,47478.0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,2,0,
36,8036,Gorobei,seven samurai,ISFJ,https://www.personality-database.com/profile/23685/gorobei-seven-samurai-1954-mbti-personality-type,1954.0,,47478.0,1,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,
37,8037,Katsushiro,seven samurai,ISFP,https://www.personality-database.com/profile/23688/katsushiro-seven-samurai-1954-mbti-personality-type,1954.0,,47478.0,0,0,0,0,4,0,0,0,11,0,0,0,2,0,0,0,
38,8038,Kyuzo,seven samurai,ISTJ,https://www.personality-database.com/profile/23687/kyuzo-seven-samurai-1954-mbti-personality-type,1954.0,,47478.0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,0,0,
39,8039,Rupert,the rules of attraction,ESFP,https://www.personality-database.com/profile/23310/rupert-the-rules-of-attraction-2002-mbti-personality-type,2002.0,,292644.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,8040,Lara Holleran,the rules of attraction,ESFP,https://www.personality-database.com/profile/23307/lara-holleran-the-rules-of-attraction-2002-mbti-personality-type,2002.0,,292644.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,8041,"Richard ""Dick"" Jared",the rules of attraction,ESTP,https://www.personality-database.com/profile/1139076/richard-dick-jared-the-rules-of-attraction-2002-mbti-personality-type,2002.0,,292644.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,8042,Victor Johnson,the rules of attraction,ESTP,https://www.personality-database.com/profile/23309/victor-johnson-the-rules-of-attraction-2002-mbti-personality-type,2002.0,,292644.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,8043,Paul Denton,the rules of attraction,INFJ,https://www.personality-database.com/profile/23305/paul-denton-the-rules-of-attraction-2002-mbti-personality-type,2002.0,,292644.0,0,0,0,0,0,1,0,0,2,0,0,0,0,8,0,0,
44,8044,Lauren Hynde,the rules of attraction,INTP,https://www.personality-database.com/profile/23306/lauren-hynde-the-rules-of-attraction-2002-mbti-personality-type,2002.0,,292644.0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,9,0,
45,8045,Sean Bateman,the rules of attraction,ISTP,https://www.personality-database.com/profile/23304/sean-bateman-the-rules-of-attraction-2002-mbti-personality-type,2002.0,,292644.0,0,0,3,0,0,0,1,0,0,0,8,0,0,0,0,0,
46,8046,Lucy Westenra,bram stoker's dracula,ESFP,https://www.personality-database.com/profile/18759/lucy-westenra-bram-stokers-dracula-1992-mbti-personality-type,1992.0,,103874.0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,8047,Dracula / Vlad Dracula III,bram stoker's dracula,INFJ,https://www.personality-database.com/profile/9149/dracula-vlad-dracula-iii-bram-stokers-dracula-1992-mbti-personality-type,1992.0,,103874.0,0,0,0,0,0,0,0,0,10,0,0,0,0,55,0,15,
48,8048,R.M. Renfield,bram stoker's dracula,INFP,https://www.personality-database.com/profile/478972/rm-renfield-bram-stokers-dracula-1992-mbti-personality-type,1992.0,,103874.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,
49,8049,"Wilhelmina ""Mina"" Murray/Harker",bram stoker's dracula,INFP,https://www.personality-database.com/profile/9151/wilhelmina-mina-murrayharker-bram-stokers-dracula-1992-mbti-personality-type,1992.0,,103874.0,0,0,0,0,0,0,0,0,3,9,0,0,31,0,0,0,
50,8050,Dr. Abraham Van Helsing,bram stoker's dracula,INTJ,https://www.personality-database.com/profile/9150/dr-abraham-van-helsing-bram-stokers-dracula-1992-mbti-personality-type,1992.0,,103874.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,28,
51,8051,Dr. Jack Seward,bram stoker's dracula,INTP,https://www.personality-database.com/profile/457677/dr-jack-seward-bram-stokers-dracula-1992-mbti-personality-type,1992.0,,103874.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,
52,8052,Jonathan Harker,bram stoker's dracula,ISTJ,https://www.personality-database.com/profile/17652/jonathan-harker-bram-stokers-dracula-1992-mbti-personality-type,1992.0,,103874.0,1,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,
53,8053,Connor Rooney,road to perdition,ESFP,https://www.personality-database.com/profile/18467/connor-rooney-road-to-perdition-2002-mbti-personality-type,2002.0,,257044.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
54,8054,Annie Sullivan,road to perdition,ISFJ,https://www.personality-database.com/profile/18466/annie-sullivan-road-to-perdition-2002-mbti-personality-type,2002.0,,257044.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
55,8055,Harlen Maguire,road to perdition,ISFP,https://www.personality-database.com/profile/18465/harlen-maguire-road-to-perdition-2002-mbti-personality-type,2002.0,,257044.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,
56,8056,"Michael Sullivan, Jr.",road to perdition,ISFP,https://www.personality-database.com/profile/18463/michael-sullivan-jr-road-to-perdition-2002-mbti-personality-type,2002.0,,257044.0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,
57,8057,John Rooney,road to perdition,ISTJ,https://www.personality-database.com/profile/18464/john-rooney-road-to-perdition-2002-mbti-personality-type,2002.0,,257044.0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,
58,8058,Michael Sullivan,road to perdition,ISTJ,https://www.personality-database.com/profile/18462/michael-sullivan-road-to-perdition-2002-mbti-personality-type,2002.0,,257044.0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,
59,8059,Harvey Shine,last chance harvey,ESFP,https://www.personality-database.com/profile/16257/harvey-shine-last-chance-harvey-2008-mbti-personality-type,2008.0,,1046947.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,8060,Tess Marshall,barbarian,ESTJ,https://www.personality-database.com/profile/553654/tess-marshall-barbarian-2022-mbti-personality-type,2022.0,,15791034.0,0,11,0,17,0,0,0,0,0,0,0,4,0,0,0,0,
61,8061,AJ Gilbride,barbarian,ESTP,https://www.personality-database.com/profile/553656/aj-gilbride-barbarian-2022-mbti-personality-type,2022.0,,15791034.0,15,0,23,0,0,0,4,0,0,0,0,0,0,0,0,0,
62,8062,Keith Toshko,barbarian,INFJ,https://www.personality-database.com/profile/553655/keith-toshko-barbarian-2022-mbti-personality-type,2022.0,,15791034.0,0,0,0,0,0,0,0,0,0,5,11,0,0,30,0,0,
63,8063,m-mother 🥵🙇‍♀️,barbarian,ISFJ,https://www.personality-database.com/profile/558519/mmother--barbarian-2022-mbti-personality-type,2022.0,,15791034.0,0,2,0,0,0,0,0,0,1,11,0,0,0,0,0,0,
64,8064,Frank,barbarian,ISTP,https://www.personality-database.com/profile/592400/frank-barbarian-2022-mbti-personality-type,2022.0,,15791034.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,
65,8065,Rev. Capt. Samuel Johnson Clayton,the searchers,ESTJ,https://www.personality-database.com/profile/1613358/rev-capt-samuel-johnson-clayton-the-searchers-1956-mbti-personality-type,1956.0,,49730.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
66,8066,Ethan Edwards,the searchers,ISTP,https://www.personality-database.com/profile/238942/ethan-edwards-the-searchers-1956-mbti-personality-type,1956.0,,49730.0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1,
67,8067,Franz Liebkind,the producers,INFP,https://www.personality-database.com/profile/1612212/franz-liebkind-the-producers-1967-film-mbti-personality-type,1967.0,1967 film,63462.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
68,8068,Max Bialystock,the producers,ESTP,https://www.personality-database.com/profile/1612210/max-bialystock-the-producers-1967-film-mbti-personality-type,1967.0,1967 film,63462.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,8069,"Lorenzo St. DuBois ""L. S. D.""",the producers,ISFP,https://www.personality-database.com/profile/1612215/lorenzo-st-dubois-l-s-d-the-producers-1967-film-mbti-personality-type,1967.0,1967 film,63462.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
70,8070,Samuel Gerard,the fugitive,ESTJ,https://www.personality-database.com/profile/138515/samuel-gerard-the-fugitive-1993-mbti-personality-type,1993.0,,106977.0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,
71,8071,Dr. Charles Nichols,the fugitive,INTJ,https://www.personality-database.com/profile/179028/dr-charles-nichols-the-fugitive-1993-mbti-personality-type,1993.0,,106977.0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,6,
72,8072,Sykes,the fugitive,ISTP,https://www.personality-database.com/profile/350244/sykes-the-fugitive-1993-mbti-personality-type,1993.0,,106977.0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,
73,8073,Dr. Richard Kimble,the fugitive,ISTP,https://www.personality-database.com/profile/138514/dr-richard-kimble-the-fugitive-1993-mbti-personality-type,1993.0,,106977.0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,13,
74,8074,"Stephen ""Flyboy"" Andrews",dawn of the dead,ESTJ,https://www.personality-database.com/profile/49658/stephen-flyboy-andrews-dawn-of-the-dead-1978-mbti-personality-type,1978.0,,77402.0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,
75,8075,"Roger ""Trooper"" DeMarco",dawn of the dead,ESTP,https://www.personality-database.com/profile/49660/roger-trooper-demarco-dawn-of-the-dead-1978-mbti-personality-type,1978.0,,77402.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,8076,The Bikers,dawn of the dead,ESTP,https://www.personality-database.com/profile/575887/the-bikers-dawn-of-the-dead-1978-mbti-personality-type,1978.0,,77402.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,8077,Wooley,dawn of the dead,ESTP,https://www.personality-database.com/profile/575886/wooley-dawn-of-the-dead-1978-mbti-personality-type,1978.0,,77402.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,8078,"Francine ""Fran"" Parker",dawn of the dead,ISFJ,https://www.personality-database.com/profile/49661/francine-fran-parker-dawn-of-the-dead-1978-mbti-personality-type,1978.0,,77402.0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,
79,8079,Peter Washington,dawn of the dead,ISTP,https://www.personality-database.com/profile/49659/peter-washington-dawn-of-the-dead-1978-mbti-personality-type,1978.0,,77402.0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,
80,8080,Taya,american sniper,ESTJ,https://www.personality-database.com/profile/20353/taya-american-sniper-2014-mbti-personality-type,2014.0,,2179136.0,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,
81,8081,Biggles,american sniper,ISFP,https://www.personality-database.com/profile/20354/biggles-american-sniper-2014-mbti-personality-type,2014.0,,2179136.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
82,8082,Dandridge,american sniper,ISTJ,https://www.personality-database.com/profile/20355/dandridge-american-sniper-2014-mbti-personality-type,2014.0,,2179136.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,
83,8083,Chris Kyle,american sniper,ISTP,https://www.personality-database.com/profile/20352/chris-kyle-american-sniper-2014-mbti-personality-type,2014.0,,2179136.0,0,0,0,0,0,0,0,0,1,0,20,4,0,0,0,0,
84,8084,Victoria Vinceguerra,the man from u.n.c.l.e.,ESTJ,https://www.personality-database.com/profile/7480/victoria-vinceguerra-the-man-from-uncle-2015-mbti-personality-type,2015.0,,1638355.0,0,0,0,17,0,0,0,19,0,0,0,0,0,0,0,11,
85,8085,Adrian Sanders,the man from u.n.c.l.e.,ESTJ,https://www.personality-database.com/profile/7482/adrian-sanders-the-man-from-uncle-2015-mbti-personality-type,2015.0,,1638355.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
86,8086,Alexander Waverly,the man from u.n.c.l.e.,ESTJ,https://www.personality-database.com/profile/7481/alexander-waverly-the-man-from-uncle-2015-mbti-personality-type,2015.0,,1638355.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
87,8087,Napoleon Solo,the man from u.n.c.l.e.,ESTP,https://www.personality-database.com/profile/1878/napoleon-solo-the-man-from-uncle-2015-mbti-personality-type,2015.0,,1638355.0,0,0,38,0,0,0,6,1,0,0,0,0,0,0,0,0,
88,8088,Rudolph Von Trulsch,the man from u.n.c.l.e.,INTP,https://www.personality-database.com/profile/25457/rudolph-von-trulsch-the-man-from-uncle-2015-mbti-personality-type,2015.0,,1638355.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,
89,8089,Illya Kuryakin,the man from u.n.c.l.e.,ISTJ,https://www.personality-database.com/profile/1877/illya-kuryakin-the-man-from-uncle-2015-mbti-personality-type,2015.0,,1638355.0,0,0,0,0,0,0,0,0,0,0,16,38,0,0,0,2,
90,8090,Gaby Teller,the man from u.n.c.l.e.,ISTP,https://www.personality-database.com/profile/7479/gaby-teller-the-man-from-uncle-2015-mbti-personality-type,2015.0,,1638355.0,6,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,
91,8091,Oliver Yates,cat people,ESTJ,https://www.personality-database.com/profile/1168734/oliver-yates-cat-people1982--mbti-personality-type,1982.0,,83722.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
92,8092,Pappy McAllan,mudbound,ESTJ,https://www.personality-database.com/profile/540223/pappy-mcallan-mudbound-2017-mbti-personality-type,2017.0,,2396589.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
93,8093,Jamie McAllan,mudbound,ESTP,https://www.personality-database.com/profile/540213/jamie-mcallan-mudbound-2017-mbti-personality-type,2017.0,,2396589.0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,
94,8094,Ronsel Jackson,mudbound,INFP,https://www.personality-database.com/profile/540214/ronsel-jackson-mudbound-2017-mbti-personality-type,2017.0,,2396589.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,
95,8095,Florence Jackson,mudbound,ISFJ,https://www.personality-database.com/profile/540222/florence-jackson-mudbound-2017-mbti-personality-type,2017.0,,2396589.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
96,8096,Laura McAllan,mudbound,ISFJ,https://www.personality-database.com/profile/540212/laura-mcallan-mudbound-2017-mbti-personality-type,2017.0,,2396589.0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,
97,8097,Peter Cable,klute,ESTJ,https://www.personality-database.com/profile/472844/peter-cable-klute-1971-mbti-personality-type,1971.0,,67309.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
98,8098,Frank Ligourin,klute,ESTP,https://www.personality-database.com/profile/472843/frank-ligourin-klute-1971-mbti-personality-type,1971.0,,67309.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,8099,John Klute,klute,ISFJ,https://www.personality-database.com/profile/472841/john-klute-klute-1971-mbti-personality-type,1971.0,,67309.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
100,8100,Bert Gordon,the hustler,ESTJ,https://www.personality-database.com/profile/461855/bert-gordon-the-hustler-1961-mbti-personality-type,1961.0,,54997.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
101,8101,"""Fast"" Eddie Felson",the hustler,ISTP,https://www.personality-database.com/profile/461852/fast-eddie-felson-the-hustler-1961-mbti-personality-type,1961.0,,54997.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
102,8102,Bookstore Guy,stay,ESTJ,https://www.personality-database.com/profile/379525/bookstore-guy-stay-2005-mbti-personality-type,2005.0,,371257.0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,
103,8103,Athena,stay,ISFP,https://www.personality-database.com/profile/226597/athena-stay-2005-mbti-personality-type,2005.0,,371257.0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,
104,8104,Dr. Sam Foster,stay,INFJ,https://www.personality-database.com/profile/226594/dr-sam-foster-stay-2005-mbti-personality-type,2005.0,,371257.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,
105,8105,Henry Letham,stay,INFP,https://www.personality-database.com/profile/226593/henry-letham-stay-2005-mbti-personality-type,2005.0,,371257.0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,2,
106,8106,Lila Culpepper,stay,INFP,https://www.personality-database.com/profile/226595/lila-culpepper-stay-2005-mbti-personality-type,2005.0,,371257.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,
107,8107,Tristan Reveur,stay,INFP,https://www.personality-database.com/profile/379526/tristan-reveur-stay-2005-mbti-personality-type,2005.0,,371257.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
108,8108,The Professor,stay,ISFJ,https://www.personality-database.com/profile/226601/the-professor-stay-2005-mbti-personality-type,2005.0,,371257.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
109,8109,Dr. Leon Patterson,stay,ISTJ,https://www.personality-database.com/profile/226596/dr-leon-patterson-stay-2005-mbti-personality-type,2005.0,,371257.0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,
110,8110,Sheriff,stay,ISTP,https://www.personality-database.com/profile/379524/sheriff-stay-2005-mbti-personality-type,2005.0,,371257.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
111,8111,Mr. Dietrichson,double indemnity,ESTJ,https://www.personality-database.com/profile/376113/mr-dietrichson-double-indemnity-1944-mbti-personality-type,1944.0,,36775.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
112,8112,Phyllis Dietrichson,double indemnity,ISFJ,https://www.personality-database.com/profile/15629/phyllis-dietrichson-double-indemnity-1944-mbti-personality-type,1944.0,,36775.0,0,0,0,0,0,3,0,0,0,10,0,0,0,2,0,0,
113,8113,Barton Keyes,double indemnity,ISTJ,https://www.personality-database.com/profile/15630/barton-keyes-double-indemnity-1944-mbti-personality-type,1944.0,,36775.0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,3,
114,8114,Walter Neff,double indemnity,ISTP,https://www.personality-database.com/profile/15628/walter-neff-double-indemnity-1944-mbti-personality-type,1944.0,,36775.0,0,0,1,0,0,0,0,0,0,0,7,1,0,0,0,0,
115,8115,Mamie-Claire,mistress america,ESTJ,https://www.personality-database.com/profile/325253/mamieclaire-mistress-america-2015-mbti-personality-type,2015.0,,2872462.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
116,8116,Tony,mistress america,INTP,https://www.personality-database.com/profile/325252/tony-mistress-america-2015-mbti-personality-type,2015.0,,2872462.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
117,8117,Dr. Nicole 'Nic' Allgood,the kids are all right,ESTJ,https://www.personality-database.com/profile/308435/dr-nicole-nic-allgood-the-kids-are-all-right-2010-mbti-personality-type,2010.0,,842926.0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,
118,8118,Jules Allgood,the kids are all right,INFP,https://www.personality-database.com/profile/308436/jules-allgood-the-kids-are-all-right-2010-mbti-personality-type,2010.0,,842926.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,
